,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country
9912,2020/12/7,76,26,23,12,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9913,2020/12/8,65,22,7,15,4,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9914,2020/12/9,70,23,10,20,3,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9915,2020/12/10,49,29,15,19,3,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9916,2020/12/11,74,35,28,12,3,2,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9917,2020/12/12,75,30,26,10,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9918,2020/12/13,70,12,19,1,0,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9919,2020/12/14,32,15,20,6,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9920,2020/12/15,44,19,20,8,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9921,2020/12/16,56,16,18,11,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9922,2020/12/17,44,23,23,12,3,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9923,2020/12/18,64,15,22,3,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9924,2020/12/19,37,17,21,10,2,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9925,2020/12/20,48,22,16,17,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9926,2020/12/21,70,44,6,30,4,14,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9927,2020/12/22,94,43,16,28,3,15,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9928,2020/12/23,104,43,24,16,3,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9929,2020/12/24,81,19,23,5,2,11,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9930,2020/12/25,40,31,21,14,3,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9931,2020/12/26,60,25,16,13,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9932,2020/12/27,61,14,12,14,0,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9933,2020/12/28,39,21,21,12,3,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9934,2020/12/29,63,18,20,3,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9935,2020/12/30,33,14,19,5,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9936,2020/12/31,39,14,20,6,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9937,2021/1/1,38,24,25,6,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9938,2021/1/2,54,31,25,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9939,2021/1/3,58,33,16,18,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9940,2020/7/1,32,27,43,6,3,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9941,2020/7/2,68,13,24,6,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9942,2020/7/3,40,12,23,4,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9943,2020/7/4,30,11,24,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9944,2020/7/5,35,20,21,7,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9945,2020/7/6,53,15,35,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9946,2020/7/7,39,16,37,5,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9947,2020/7/8,50,22,34,6,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9948,2020/7/9,65,9,24,4,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9949,2020/7/10,23,17,34,4,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9950,2020/7/11,50,13,27,5,3,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9951,2020/7/12,36,6,24,5,0,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9952,2020/7/13,20,6,19,4,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9953,2020/7/14,13,6,16,5,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9954,2020/7/15,13,10,24,4,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9955,2020/7/16,23,25,46,5,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9956,2020/7/17,65,27,35,6,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9957,2020/7/18,66,16,21,3,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9958,2020/7/19,39,12,27,3,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9959,2020/7/20,31,10,34,5,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9960,2020/7/21,28,7,20,4,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9961,2020/7/22,16,7,28,5,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9962,2020/7/23,16,5,24,4,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9963,2020/7/24,11,11,26,4,4,0,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9964,2020/7/25,26,10,19,2,2,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9965,2020/7/26,27,24,33,8,4,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9966,2020/7/27,66,13,26,5,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9967,2020/7/28,42,6,10,4,0,0,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9968,2020/7/29,17,10,11,3,4,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9969,2020/7/30,21,0,0,0,0,0,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9970,2020/8/1,11,15,9,3,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9971,2020/8/2,36,25,9,3,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9972,2020/8/3,63,35,10,3,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9973,2020/8/4,81,28,10,2,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9974,2020/8/5,64,17,25,3,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9975,2020/8/6,37,16,17,7,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9976,2020/8/7,41,11,18,4,0,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9977,2020/8/8,27,11,14,2,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9978,2020/8/9,12,8,16,4,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9979,2020/8/10,15,16,17,3,0,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9980,2020/8/11,29,14,17,3,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9981,2020/8/12,27,16,20,4,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9982,2020/8/13,27,20,36,3,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9983,2020/8/14,42,15,18,4,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9984,2020/8/15,33,14,16,3,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9985,2020/8/16,38,22,29,4,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9986,2020/8/17,56,23,32,5,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9987,2020/8/18,60,31,29,5,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9988,2020/8/19,73,30,33,5,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9989,2020/8/20,76,33,45,6,1,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9990,2020/8/21,82,40,42,6,3,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9991,2020/8/22,102,27,26,4,1,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9992,2020/8/23,74,23,25,4,1,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9993,2020/8/24,64,23,25,5,3,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9994,2020/8/25,66,14,35,4,3,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9995,2020/8/26,35,26,32,4,1,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9996,2020/8/27,61,13,23,3,0,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9997,2020/8/28,32,8,14,3,1,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9998,2020/8/29,16,11,23,2,1,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
9999,2020/8/30,22,16,20,5,1,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10000,2020/8/31,42,17,23,4,1,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10001,2020/9/1,31,11,16,3,1,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10002,2020/9/2,25,22,38,2,1,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10003,2020/9/3,45,31,44,5,1,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10004,2020/9/4,64,31,33,6,2,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10005,2020/9/5,75,17,25,4,1,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10006,2020/9/6,49,4,28,3,1,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10007,2020/9/7,8,48,21,7,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10008,2020/9/8,110,22,40,6,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10009,2020/9/9,54,18,37,5,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10010,2020/9/10,49,20,19,8,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10011,2020/9/11,49,14,25,5,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10012,2020/9/12,35,9,24,3,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10013,2020/9/13,19,13,39,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10014,2020/9/14,27,21,44,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10015,2020/9/15,51,14,27,6,1,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10016,2020/9/16,38,13,29,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10017,2020/9/17,24,16,29,6,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10018,2020/9/18,39,14,37,5,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10019,2020/9/19,38,20,39,5,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10020,2020/9/20,48,16,30,7,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10021,2020/9/21,47,18,20,8,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10022,2020/9/22,43,20,10,7,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10023,2020/9/23,44,0,19,8,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10024,2020/9/25,22,15,27,4,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10025,2020/9/26,37,11,23,3,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10026,2020/9/27,33,12,24,5,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10027,2020/9/28,38,13,29,6,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10028,2020/4/1,63,39,32,10,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10029,2020/4/2,66,44,40,11,5,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10030,2020/4/3,88,56,34,10,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10031,2020/4/4,76,31,32,6,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10032,2020/4/5,44,36,32,10,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10033,2020/4/6,66,49,40,11,6,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10034,2020/4/7,72,30,30,8,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10035,2020/4/8,52,33,32,10,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10036,2020/4/9,54,42,28,10,4,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10037,2020/4/10,76,24,24,10,4,0,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10038,2020/4/11,60,25,31,7,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10039,2020/4/12,62,19,31,8,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10040,2020/4/13,46,31,36,11,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10041,2020/4/14,54,35,45,10,4,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10042,2020/4/15,73,39,50,9,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10043,2020/4/16,64,21,37,8,5,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10044,2020/4/17,32,38,42,6,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10045,2020/4/18,60,18,36,7,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10046,2020/4/19,42,17,41,7,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10047,2020/4/20,43,26,33,5,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10048,2020/4/21,37,52,33,4,4,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10049,2020/4/22,43,47,38,6,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10050,2020/4/23,48,32,39,7,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10051,2020/4/24,48,47,71,9,5,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10052,2020/4/25,78,27,37,6,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10053,2020/4/26,54,27,42,9,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10054,2020/4/27,59,31,43,9,4,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10055,2020/4/28,61,28,51,10,4,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10056,2020/4/29,58,31,40,7,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10057,2020/4/30,63,35,34,5,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10058,2020/5/1,65,29,30,5,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10059,2020/5/2,64,11,29,7,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10060,2020/5/3,44,21,36,8,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10061,2020/5/4,46,25,31,7,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10062,2020/5/5,55,24,43,7,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10063,2020/5/6,56,21,43,6,4,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10064,2020/5/7,37,21,37,5,5,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10065,2020/5/8,35,9,37,4,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10066,2020/5/9,30,15,33,6,4,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10067,2020/5/10,43,38,47,8,5,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10068,2020/5/11,63,43,46,6,6,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10069,2020/5/12,73,28,38,7,5,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10070,2020/5/13,37,48,48,7,6,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10071,2020/5/20,33,18,35,5,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10072,2020/5/21,36,24,45,7,7,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10073,2020/5/22,56,21,38,6,6,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10074,2020/5/23,51,23,27,5,5,0,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10075,2020/5/24,65,20,35,8,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10076,2020/5/25,51,23,43,8,5,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10077,2020/5/26,63,21,41,7,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10078,2020/5/27,54,22,46,7,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10079,2020/5/28,54,27,45,7,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10080,2020/5/29,69,31,59,9,3,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10081,2020/5/30,74,27,42,6,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10082,2020/5/31,78,15,36,6,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10083,2020/6/1,36,18,44,6,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10084,2020/6/2,47,22,32,6,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10085,2020/6/3,73,25,50,5,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10086,2020/6/6,93,43,52,6,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10087,2020/6/7,69,39,73,8,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10088,2020/6/8,72,34,40,6,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10089,2020/6/9,66,25,29,5,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10090,2020/6/10,64,11,23,6,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10091,2020/6/11,29,19,21,6,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10092,2020/6/12,51,9,21,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10093,2020/6/13,24,11,24,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10094,2020/6/14,31,20,40,6,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10095,2020/6/15,46,26,44,6,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10096,2020/6/16,57,30,37,6,3,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10097,2020/6/17,66,7,27,5,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10098,2020/6/18,18,12,35,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10099,2020/6/19,35,24,33,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10100,2020/6/20,56,26,37,4,3,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10101,2020/6/21,63,29,43,5,3,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10102,2020/6/22,69,17,31,5,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10103,2020/6/23,49,13,29,5,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10104,2020/6/24,40,16,26,5,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10105,2020/6/25,45,14,35,5,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10106,2020/6/26,33,22,37,5,3,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10107,2020/6/27,55,33,39,5,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10108,2020/6/28,80,19,34,5,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10109,2020/6/29,53,5,27,3,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10110,2020/6/30,14,10,29,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10111,2020/1/1,39,32,20,17,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10112,2020/1/2,79,44,22,20,4,13,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10113,2020/1/3,104,39,21,20,4,13,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10114,2020/1/4,91,32,16,19,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10115,2020/1/5,81,16,18,17,7,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10116,2020/1/6,42,8,22,14,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10117,2020/1/7,21,29,26,7,0,11,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10118,2020/1/8,66,30,26,6,0,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10119,2020/1/9,75,23,17,16,4,11,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10120,2020/1/10,66,31,29,14,5,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10121,2020/1/11,83,19,26,6,4,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10122,2020/1/12,42,17,24,6,0,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10123,2020/1/13,29,19,20,12,4,11,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10124,2020/1/14,55,26,23,13,4,12,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10125,2020/1/15,67,17,20,14,5,11,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10126,2020/1/16,54,29,18,18,5,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10127,2020/1/17,70,37,25,13,4,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10128,2020/1/18,89,60,26,16,4,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10129,2020/1/19,135,73,25,17,4,10,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10130,2020/1/20,129,32,22,15,5,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10131,2020/1/21,64,22,10,24,4,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10132,2020/1/22,56,19,11,21,4,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10133,2020/1/23,49,49,25,16,4,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10134,2020/1/24,105,53,9,20,4,9,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10135,2020/1/25,114,29,24,11,4,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10136,2020/1/26,64,5,23,7,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10137,2020/1/27,10,14,16,10,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10138,2020/1/28,37,24,12,12,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10139,2020/1/29,48,33,27,11,2,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10140,2020/1/30,71,44,26,12,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10141,2020/1/31,107,53,29,17,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10142,2020/2/1,124,60,29,15,2,8,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10143,2020/2/2,133,37,26,12,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10144,2020/2/3,92,34,24,14,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10145,2020/2/4,86,23,24,7,0,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10146,2020/2/5,52,20,21,12,0,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10147,2020/2/6,51,32,28,15,0,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10148,2020/2/7,81,38,28,9,0,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10149,2020/2/8,98,30,31,9,0,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10150,2020/2/9,76,52,29,19,2,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10151,2020/2/10,127,54,36,17,3,7,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10152,2020/2/11,123,20,33,11,2,6,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10153,2020/2/12,57,20,20,17,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10154,2020/2/13,41,27,18,17,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10155,2020/2/14,57,32,37,14,4,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10156,2020/2/15,71,15,24,5,1,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10157,2020/2/16,27,30,25,4,1,5,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10158,2020/2/17,33,20,26,7,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10159,2020/2/18,43,25,27,15,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10160,2020/2/19,63,33,27,17,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10161,2020/2/20,77,38,36,15,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10162,2020/2/21,70,68,31,9,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10163,2020/2/22,93,25,30,6,0,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10164,2020/2/23,48,22,28,11,1,3,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10165,2020/2/24,46,20,21,12,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10166,2020/2/25,46,19,23,13,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10167,2020/2/26,33,43,26,15,0,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10168,2020/2/27,73,17,21,10,3,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
10169,2020/2/28,41,20,15,18,2,4,35.0599,126.9846,Hwasun-Eup,Jeonnam, South Korea
